zone_id,node_idx,node_id,lat,lon,demand_g,tw_open,tw_close,is_depot
1,56,12750,-23.563691,-46.698031,1590,720,1080,0
1,57,3456,-23.535453,-46.631706,700,720,1080,0
1,58,15143,-23.560912,-46.687079,200,720,1080,0
1,59,11634,-23.557682,-46.674399,350,720,1080,0
1,60,211,-23.537053,-46.679558,750,720,1080,0
1,61,5,-23.572246,-46.651871,525,720,1080,0
1,62,14341,-23.539114,-46.656723,12300,720,1080,0
1,63,8663,-23.533494,-46.689017,1000,720,1080,0
1,64,4808,-23.534085,-46.700882,750,480,720,0
1,65,16353,-23.546772,-46.657496,2000,720,1080,0
1,66,12583,-23.561961,-46.689287,1300,720,1080,0
1,67,5959,-23.543859,-46.648253,1025,480,720,0
1,68,870,-23.536966,-46.664247,750,720,1080,0
1,69,9800,-23.546628,-46.617587,750,720,1080,0
1,70,9431,-23.528899,-46.653737,750,720,1080,0
1,71,2073,-23.54786,-46.658684,750,480,720,0
1,72,6780,-23.543978,-46.69417,300,720,1080,0
1,73,15837,-23.555772,-46.639553,22700,480,720,0
1,74,2970,-23.556049,-46.649747,100,720,1080,0
1,75,5966,-23.559253,-46.680297,27600,480,720,0
2,0,depot,-23.536945,-46.440287,0,0,1440,1
2,1,1168,-23.530205,-46.46133,500,480,720,0
2,2,1473,-23.612151,-46.460615,250,480,720,0
2,3,1548,-23.561779,-46.475817,5200,720,1080,0
2,4,1852,-23.500115,-46.435075,860,720,1080,0
2,5,2178,-23.532731,-46.47473,900,720,1080,0
2,6,2693,-23.542106,-46.484498,750,720,1080,0
2,7,2701,-23.61178,-46.42944,400,720,1080,0
2,8,3189,-23.631444,-46.44434,1800,720,1080,0
2,9,3722,-23.517932,-46.427218,500,720,1080,0
2,10,3802,-23.53429,-46.408969,500,480,720,0
2,11,4094,-23.597059,-46.423937,3000,720,1080,0
2,12,4851,-23.553662,-46.4507,4070,480,720,0
2,13,5080,-23.526548,-46.470251,9000,720,1080,0
2,14,5575,-23.485672,-46.418741,1000,720,1080,0
2,15,5743,-23.523773,-46.478547,3200,720,1080,0
2,16,5933,-23.502455,-46.413584,2200,720,1080,0
2,17,5960,-23.566335,-46.398145,750,720,1080,0
2,18,6060,-23.523154,-46.445408,3000,720,1080,0
2,19,6226,-23.530205,-46.46133,396,720,1080,0
2,20,6416,-23.571302,-46.479303,1600,720,1080,0
2,21,6612,-23.502729,-46.421996,750,720,1080,0
2,22,7200,-23.510953,-46.458776,200,720,1080,0
2,23,7438,-23.525928,-46.423318,400,480,720,0
2,24,7445,-23.495642,-46.378772,1550,720,1080,0
2,25,7589,-23.523154,-46.445408,3000,720,1080,0
2,26,7648,-23.505951,-46.369277,200,720,1080,0
2,27,7743,-23.50771,-46.43433,750,720,1080,0
2,28,8214,-23.548755,-46.439211,750,720,1080,0
2,29,8409,-23.51593,-46.384427,16300,480,720,0
2,30,8485,-23.523154,-46.445408,167,720,1080,0
2,31,8578,-23.529601,-46.43306,750,480,720,0
2,32,9229,-23.521612,-46.451734,1200,480,720,0
2,33,9305,-23.537648,-46.465322,1025,720,1080,0
2,34,9311,-23.543611,-46.426992,1825,720,1080,0
2,35,9454,-23.553852,-46.428214,200,720,1080,0
2,36,9455,-23.534278,-46.483931,450,720,1080,0
2,37,9492,-23.521612,-46.451734,5900,480,720,0
2,38,9584,-23.588425,-46.400318,750,480,720,0
2,39,10237,-23.499367,-46.473126,300,720,1080,0
2,40,10747,-23.526548,-46.470251,7500,720,1080,0
2,41,10792,-23.502455,-46.413584,2100,720,1080,0
2,42,10992,-23.530205,-46.46133,187,480,720,0
2,43,11050,-23.529504,-46.396026,2150,480,720,0
2,44,11574,-23.601164,-46.45335,750,720,1080,0
2,45,12243,-23.521612,-46.451734,350,720,1080,0
2,46,12262,-23.504739,-46.409718,750,720,1080,0
2,47,12299,-23.497188,-46.401278,900,720,1080,0
2,48,13214,-23.539676,-46.444371,1000,720,1080,0
2,49,13224,-23.526548,-46.470251,1800,480,720,0
2,50,13236,-23.561779,-46.475817,1050,480,720,0
2,51,13795,-23.51812,-46.411662,3400,720,1080,0
2,52,13817,-23.561275,-46.461969,1300,720,1080,0
2,53,15267,-23.543611,-46.426992,9000,720,1080,0
2,54,15469,-23.547288,-46.454077,50,720,1080,0
2,55,15514,-23.631444,-46.44434,875,480,720,0
2,56,15518,-23.53429,-46.408969,1000,480,720,0
2,57,16055,-23.561275,-46.461969,550,480,720,0
2,58,16493,-23.529504,-46.396026,500,720,1080,0
2,59,16513,-23.525928,-46.423318,400,480,720,0
2,60,16552,-23.606234,-46.446521,9000,720,1080,0
2,61,16712,-23.553662,-46.4507,750,720,1080,0
2,62,17133,-23.613932,-46.464946,2150,720,1080,0
2,63,18122,-23.561275,-46.461969,840,720,1080,0
2,64,18715,-23.562613,-46.422155,2400,480,720,0
3,0,depot,-23.551862,-46.767959,0,0,1440,1
3,1,596,-23.57265,-46.740674,750,720,1080,0
3,2,794,-23.531364,-46.729764,2200,720,1080,0
3,3,1130,-23.541754,-46.719018,2600,720,1080,0
3,4,1553,-23.54337,-46.732274,233,720,1080,0
3,5,1832,-23.530664,-46.726594,304,720,1080,0
3,6,3199,-23.549406,-46.787647,750,720,1080,0
3,7,3293,-23.587341,-46.792036,800,480,720,0
3,8,5048,-23.492952,-46.787442,50,720,1080,0
3,9,5113,-23.542757,-46.778011,200,720,1080,0
3,10,5140,-23.542231,-46.813462,750,720,1080,0
3,11,5176,-23.527214,-46.73154,12300,720,1080,0
3,12,5538,-23.563413,-46.753321,750,720,1080,0
3,13,5590,-23.557895,-46.813187,750,720,1080,0
3,14,6326,-23.596623,-46.789431,1500,480,720,0
3,15,6889,-23.557895,-46.813187,500,480,720,0
3,16,7515,-23.572972,-46.793012,750,720,1080,0
3,17,8822,-23.531626,-46.791783,500,720,1080,0
3,18,8911,-23.536161,-46.796021,5200,480,720,0
3,19,9175,-23.554169,-46.750766,750,720,1080,0
3,20,9680,-23.5717,-46.752057,9050,720,1080,0
3,21,10087,-23.527735,-46.738982,444,720,1080,0
3,22,11039,-23.56531,-46.752511,513,720,1080,0
3,23,11408,-23.493129,-46.797223,343,720,1080,0
3,24,11791,-23.557895,-46.813187,200,480,720,0
3,25,12125,-23.530227,-46.798892,525,720,1080,0
3,26,12766,-23.585264,-46.740592,750,720,1080,0
3,27,14861,-23.599267,-46.751214,750,720,1080,0
3,28,15428,-23.557895,-46.813187,1720,720,1080,0
3,29,15916,-23.547809,-46.765247,1300,480,720,0
3,30,17801,-23.575649,-46.801554,30000,720,1080,0
3,31,17946,-23.544593,-46.753556,350,480,720,0
3,32,18050,-23.548094,-46.780655,880,720,1080,0
3,33,18095,-23.552673,-46.745077,750,720,1080,0
3,34,19093,-23.535843,-46.764066,508,720,1080,0
3,35,19189,-23.552673,-46.745077,750,720,1080,0
4,0,depot,-23.731552,-46.68921,0,0,1440,1
4,1,510,-23.867519,-46.754039,5150,720,1080,0
4,2,1294,-23.690464,-46.678134,750,720,1080,0
4,3,1665,-23.707923,-46.626517,1025,720,1080,0
4,4,2068,-23.689943,-46.676456,750,480,720,0
4,5,2262,-23.685682,-46.64327,750,480,720,0
4,6,2372,-23.721568,-46.701494,450,480,720,0
4,7,2676,-23.735142,-46.713753,4000,480,720,0
4,8,3064,-23.72532,-46.704304,700,720,1080,0
4,9,3584,-23.76598,-46.68494,750,720,1080,0
4,10,3874,-23.724505,-46.694939,850,720,1080,0
4,11,4289,-23.76598,-46.68494,500,480,720,0
4,12,4536,-23.694264,-46.698208,300,720,1080,0
4,13,4593,-23.853843,-46.706561,5900,720,1080,0
4,14,5210,-23.738482,-46.689273,666,720,1080,0
4,15,6281,-23.742963,-46.666393,2100,480,720,0
4,16,6804,-23.752665,-46.666792,750,720,1080,0
4,17,7390,-23.74279,-46.694927,1017,720,1080,0
4,18,8066,-23.755402,-46.682766,1050,480,720,0
4,19,8179,-23.738482,-46.689273,526,480,720,0
4,20,8375,-23.688325,-46.65471,1300,720,1080,0
4,21,8804,-23.710376,-46.693725,1825,720,1080,0
4,22,9057,-23.769085,-46.721538,30000,720,1080,0
4,23,9300,-23.683803,-46.666794,750,720,1080,0
4,24,9669,-23.771799,-46.715191,900,720,1080,0
4,25,9788,-23.771011,-46.676375,500,720,1080,0
4,26,10312,-23.700392,-46.642832,14950,720,1080,0
4,27,10387,-23.743986,-46.710319,1450,720,1080,0
4,28,10623,-23.743986,-46.710319,225,480,720,0
4,29,11020,-23.731787,-46.700979,500,720,1080,0
4,30,11897,-23.742963,-46.666393,2500,720,1080,0
4,31,11966,-23.743986,-46.710319,24320,480,720,0
4,32,12017,-23.716958,-46.694112,10550,720,1080,0
4,33,13250,-23.721568,-46.701494,750,720,1080,0
4,34,13884,-23.716958,-46.694112,750,720,1080,0
4,35,14291,-23.74279,-46.694927,750,720,1080,0
4,36,14669,-23.811271,-46.737503,750,720,1080,0
4,37,14672,-23.755402,-46.682766,300,720,1080,0
4,38,15539,-23.772559,-46.694756,820,480,720,0
4,39,15832,-23.744676,-46.685463,500,480,720,0
4,40,16247,-23.735278,-46.679239,30000,720,1080,0
4,41,16404,-23.7247,-46.681488,10475,720,1080,0
4,42,16523,-23.693174,-46.650344,300,720,1080,0
4,43,16857,-23.735142,-46.713753,1000,720,1080,0
4,44,17017,-23.685158,-46.657994,750,720,1080,0
4,45,17550,-23.68889,-46.673066,1700,480,720,0
4,46,18919,-23.734667,-46.715697,175,480,720,0
4,47,18921,-23.730506,-46.709315,1100,720,1080,0
5,0,depot,-23.447913,-46.479886,0,0,1440,1
5,1,139,-23.487413,-46.488698,4350,720,1080,0
5,2,140,-23.468955,-46.531352,1050,720,1080,0
5,3,479,-23.40595,-46.49171,700,720,1080,0
5,4,485,-23.488595,-46.459206,1550,720,1080,0
5,5,928,-23.437574,-46.422867,850,720,1080,0
5,6,1191,-23.403855,-46.513241,350,720,1080,0
5,7,2216,-23.409686,-46.388689,850,720,1080,0
5,8,3207,-23.454828,-46.456769,22350,720,1080,0
5,9,3541,-23.445409,-46.467954,1000,480,720,0
5,10,3708,-23.408533,-46.403392,358,480,720,0
5,11,4600,-23.464476,-46.405749,750,720,1080,0
5,12,5053,-23.488595,-46.459206,750,480,720,0
5,13,5221,-23.429414,-46.497349,22350,720,1080,0
5,14,5246,-23.470041,-46.537702,11500,720,1080,0
5,15,5386,-23.40595,-46.49171,584,720,1080,0
5,16,5640,-23.442874,-46.404721,750,720,1080,0
5,17,6099,-23.494279,-46.487385,342,720,1080,0
5,18,6513,-23.432679,-46.435978,100,720,1080,0
5,19,6618,-23.458648,-46.497026,750,720,1080,0
5,20,6747,-23.435049,-46.400104,2425,720,1080,0
5,21,6755,-23.445403,-46.541435,501,720,1080,0
5,22,6820,-23.488595,-46.459206,2300,720,1080,0
5,23,7094,-23.445409,-46.467954,150,720,1080,0
5,24,7100,-23.458648,-46.497026,5800,720,1080,0
5,25,8698,-23.462343,-46.429657,500,480,720,0
5,26,8889,-23.427857,-46.515137,501,720,1080,0
5,27,9235,-23.447309,-46.502257,2450,720,1080,0
5,28,9399,-23.442386,-46.521343,300,480,720,0
5,29,9692,-23.409686,-46.388689,750,480,720,0
5,30,9873,-23.435049,-46.400104,2425,480,720,0
5,31,11017,-23.432679,-46.435978,300,720,1080,0
5,32,13182,-23.453135,-46.529968,1200,480,720,0
5,33,13541,-23.432679,-46.435978,750,720,1080,0
5,34,13634,-23.398125,-46.43799,326,480,720,0
5,35,14240,-23.421802,-46.430807,750,480,720,0
5,36,14811,-23.495852,-46.502477,750,720,1080,0
5,37,14904,-23.408533,-46.403392,550,720,1080,0
5,38,16225,-23.495852,-46.502477,335,480,720,0
5,39,16933,-23.445403,-46.541435,500,720,1080,0
5,40,17364,-23.432679,-46.435978,250,480,720,0
5,41,18918,-23.435049,-46.400104,750,480,720,0
5,42,18924,-23.503506,-46.500038,820,720,1080,0
5,43,19143,-23.503586,-46.492217,750,480,720,0
6,0,depot,-23.479745,-46.713314,0,0,1440,1
6,1,233,-23.429083,-46.793942,343,720,1080,0
6,2,749,-23.440831,-46.727776,300,720,1080,0
6,3,981,-23.402011,-46.746333,750,720,1080,0
6,4,1187,-23.441941,-46.748026,11250,480,720,0
6,5,2060,-23.483009,-46.660913,971,480,720,0
6,6,2985,-23.487894,-46.679427,1550,480,720,0
6,7,3067,-23.497779,-46.704452,750,720,1080,0
6,8,3277,-23.474888,-46.680132,750,480,720,0
6,9,3818,-23.48644,-46.668215,1550,720,1080,0
6,10,4380,-23.483231,-46.681861,950,720,1080,0
6,11,4780,-23.505066,-46.67707,200,720,1080,0
6,12,4982,-23.529281,-46.71305,152,720,1080,0
6,13,5247,-23.506049,-46.717377,459,480,720,0
6,14,5333,-23.473846,-46.674841,10667,720,1080,0
6,15,6494,-23.41815,-46.752402,900,720,1080,0
6,16,6578,-23.468304,-46.692487,4475,720,1080,0
6,17,7263,-23.434678,-46.750817,750,480,720,0
6,18,7518,-23.484018,-46.698106,426,480,720,0
6,19,7844,-23.478373,-46.711313,750,480,720,0
6,20,8846,-23.463527,-46.686879,7650,720,1080,0
6,21,9204,-23.443067,-46.708175,2000,720,1080,0
6,22,9876,-23.478716,-46.682537,750,720,1080,0
6,23,9901,-23.453428,-46.720828,1232,720,1080,0
6,24,10345,-23.494249,-46.666545,667,720,1080,0
6,25,10789,-23.490997,-46.694656,18550,720,1080,0
6,26,11079,-23.486293,-46.685625,200,720,1080,0
6,27,12019,-23.501146,-46.748861,167,720,1080,0
6,28,12218,-23.50898,-46.736518,1250,480,720,0
6,29,12539,-23.484855,-46.700089,750,720,1080,0
6,30,12568,-23.486105,-46.65878,250,720,1080,0
6,31,14009,-23.462151,-46.675071,7050,720,1080,0
6,32,14506,-23.472187,-46.663752,750,720,1080,0
6,33,14549,-23.48721,-46.775859,840,720,1080,0
6,34,15293,-23.471181,-46.694603,300,480,720,0
6,35,15311,-23.472105,-46.700656,750,720,1080,0
6,36,15436,-23.494249,-46.666545,3000,720,1080,0
6,37,15554,-23.4625,-46.698224,1250,720,1080,0
6,38,15599,-23.435702,-46.72744,613,480,720,0
6,39,15751,-23.452132,-46.686084,9000,720,1080,0
6,40,15904,-23.487947,-46.752165,250,480,720,0
6,41,16017,-23.478373,-46.711313,500,720,1080,0
6,42,16542,-23.444748,-46.714673,750,720,1080,0
6,43,16549,-23.481162,-46.693778,750,720,1080,0
6,44,17141,-23.446282,-46.740056,500,480,720,0
6,45,17694,-23.41815,-46.752402,343,480,720,0
6,46,17699,-23.415417,-46.747248,700,480,720,0
6,47,17723,-23.473714,-46.687461,350,720,1080,0
6,48,17926,-23.515787,-46.720474,1000,720,1080,0
6,49,18842,-23.446396,-46.784884,200,720,1080,0
7,0,depot,-23.480494,-46.599845,0,0,1440,1
7,1,124,-23.451154,-46.590893,750,720,1080,0
7,2,131,-23.449687,-46.565627,5600,720,1080,0
7,3,138,-23.42921,-46.549912,1200,720,1080,0
7,4,736,-23.481198,-46.607775,750,720,1080,0
7,5,737,-23.478137,-46.572546,7300,720,1080,0
7,6,1850,-23.492905,-46.594327,5950,480,720,0
7,7,1988,-23.501883,-46.607391,450,720,1080,0
7,8,3069,-23.424701,-46.55273,750,480,720,0
7,9,3083,-23.475066,-46.56416,500,720,1080,0
7,10,3419,-23.47859,-46.577242,11750,720,1080,0
7,11,4267,-23.445643,-46.586672,1400,480,720,0
7,12,4882,-23.504169,-46.637687,100,720,1080,0
7,13,4889,-23.510037,-46.58756,800,480,720,0
7,14,5271,-23.48664,-46.595541,300,720,1080,0
7,15,5577,-23.473053,-46.600344,1300,720,1080,0
7,16,5710,-23.462738,-46.545502,750,720,1080,0
7,17,5884,-23.491978,-46.641697,431,720,1080,0
7,18,5918,-23.512201,-46.583266,350,720,1080,0
7,19,6019,-23.472728,-46.538989,750,720,1080,0
7,20,6493,-23.493644,-46.626173,200,720,1080,0
7,21,8243,-23.433705,-46.5849,2600,720,1080,0
7,22,8470,-23.46659,-46.639282,150,720,1080,0
7,23,8727,-23.447111,-46.576656,800,720,1080,0
7,24,9163,-23.478137,-46.572546,950,720,1080,0
7,25,9250,-23.491429,-46.604179,750,480,720,0
7,26,9363,-23.476644,-46.592068,10900,720,1080,0
7,27,9937,-23.504169,-46.637687,700,480,720,0
7,28,10019,-23.478137,-46.572546,750,720,1080,0
7,29,10169,-23.478724,-46.58824,2748,720,1080,0
7,30,10891,-23.492905,-46.594327,350,480,720,0
7,31,10946,-23.510037,-46.58756,2400,720,1080,0
7,32,11224,-23.486412,-46.617211,50,720,1080,0
7,33,11676,-23.485146,-46.606255,250,720,1080,0
7,34,11775,-23.491322,-46.646591,750,720,1080,0
7,35,12154,-23.468023,-46.654681,200,720,1080,0
7,36,12649,-23.490151,-46.617224,700,480,720,0
7,37,13202,-23.468023,-46.654681,750,720,1080,0
7,38,13592,-23.437421,-46.549913,30000,720,1080,0
7,39,14374,-23.498479,-46.636383,250,720,1080,0
7,40,14402,-23.46155,-46.57378,444,720,1080,0
7,41,14617,-23.482953,-46.61353,750,720,1080,0
7,42,15438,-23.518808,-46.593817,2450,720,1080,0
7,43,16065,-23.472005,-46.608441,750,480,720,0
7,44,16151,-23.49369,-46.628268,750,720,1080,0
7,45,16678,-23.477969,-46.648736,800,720,1080,0
7,46,17414,-23.48536,-46.624284,750,720,1080,0
7,47,18135,-23.505552,-46.585917,11750,720,1080,0
7,48,18186,-23.48536,-46.624284,750,720,1080,0
7,49,18467,-23.498987,-46.611813,400,720,1080,0
7,50,18607,-23.482367,-46.577425,8450,480,720,0
7,51,18654,-23.432468,-46.576475,750,720,1080,0
7,52,18833,-23.510241,-46.566773,750,720,1080,0
7,53,19167,-23.482611,-46.543572,750,720,1080,0
8,0,depot,-23.688319,-46.543115,0,0,1440,1
8,1,383,-23.673327,-46.545288,2400,720,1080,0
8,2,578,-23.631843,-46.467107,2220,480,720,0
8,3,1284,-23.643885,-46.547049,1000,720,1080,0
8,4,1604,-23.727299,-46.542631,4050,720,1080,0
8,5,2119,-23.737873,-46.574517,750,720,1080,0
8,6,3322,-23.637416,-46.528319,800,720,1080,0
8,7,3511,-23.707854,-46.55618,750,480,720,0
8,8,3872,-23.682513,-46.560786,750,720,1080,0
8,9,4757,-23.755204,-46.579434,750,720,1080,0
8,10,5056,-23.648974,-46.576633,750,720,1080,0
8,11,5109,-23.701554,-46.582891,500,720,1080,0
8,12,6451,-23.73653,-46.594076,342,480,720,0
8,13,6462,-23.758929,-46.600124,4517,720,1080,0
8,14,6472,-23.652483,-46.569004,1200,720,1080,0
8,15,7002,-23.70816,-46.526714,675,720,1080,0
8,16,7126,-23.72055,-46.5476,300,480,720,0
8,17,7180,-23.710015,-46.581744,750,720,1080,0
8,18,7847,-23.715461,-46.591243,2250,720,1080,0
8,19,7876,-23.669717,-46.505817,1500,480,720,0
8,20,8127,-23.670474,-46.491082,2350,480,720,0
8,21,8161,-23.652189,-46.53875,350,720,1080,0
8,22,8182,-23.678744,-46.502815,750,720,1080,0
8,23,8419,-23.682701,-46.575832,4300,480,720,0
8,24,9087,-23.641877,-46.501961,750,720,1080,0
8,25,9472,-23.679751,-46.550843,300,720,1080,0
8,26,9792,-23.703917,-46.566332,550,720,1080,0
8,27,10450,-23.661033,-46.57292,600,480,720,0
8,28,10570,-23.670474,-46.491082,750,720,1080,0
8,29,10873,-23.698845,-46.543053,25600,720,1080,0
8,30,10951,-23.703917,-46.566332,450,720,1080,0
8,31,11176,-23.629082,-46.524254,1950,720,1080,0
8,32,11460,-23.698845,-46.543053,625,720,1080,0
8,33,11518,-23.691027,-46.504558,750,480,720,0
8,34,12084,-23.74247,-46.577834,750,720,1080,0
8,35,12736,-23.706622,-46.500337,200,480,720,0
8,36,13234,-23.730534,-46.479756,300,720,1080,0
8,37,13925,-23.715461,-46.591243,750,720,1080,0
8,38,14304,-23.661033,-46.57292,600,480,720,0
8,39,14418,-23.640079,-46.515448,1600,720,1080,0
8,40,15546,-23.641877,-46.501961,9000,720,1080,0
8,41,15710,-23.707854,-46.55618,300,720,1080,0
8,42,15910,-23.773182,-46.596898,2700,720,1080,0
8,43,16921,-23.706622,-46.500337,250,480,720,0
8,44,17088,-23.666666,-46.549537,500,720,1080,0
8,45,18197,-23.70816,-46.526714,750,720,1080,0
8,46,18684,-23.717189,-46.553588,600,480,720,0
8,47,19103,-23.719823,-46.564918,750,480,720,0
9,0,depot,-23.649502,-46.742499,0,0,1440,1
9,1,311,-23.678012,-46.765741,10700,720,1080,0
9,2,427,-23.618042,-46.752289,750,720,1080,0
9,3,692,-23.691995,-46.790776,750,480,720,0
9,4,939,-23.652195,-46.784174,10800,720,1080,0
9,5,1096,-23.628699,-46.719857,750,480,720,0
9,6,1395,-23.627407,-46.739261,750,720,1080,0
9,7,1427,-23.599611,-46.73076,750,480,720,0
9,8,1579,-23.614084,-46.72695,100,720,1080,0
9,9,1678,-23.657384,-46.745859,1129,480,720,0
9,10,1747,-23.64106,-46.770797,750,720,1080,0
9,11,1827,-23.736771,-46.792014,584,480,720,0
9,12,1984,-23.655673,-46.713749,750,720,1080,0
9,13,2502,-23.656914,-46.780272,750,720,1080,0
9,14,2532,-23.704907,-46.78755,100,720,1080,0
9,15,2606,-23.59958,-46.740466,330,480,720,0
9,16,2758,-23.680878,-46.755671,625,480,720,0
9,17,3345,-23.666016,-46.757745,500,720,1080,0
9,18,3641,-23.658944,-46.691788,3650,720,1080,0
9,19,3649,-23.646787,-46.782839,300,720,1080,0
9,20,4186,-23.642105,-46.695908,350,720,1080,0
